Student_ID,DOA,DOB,Department_Choices,Department_Admission
SID20159716,1/7/2015,11/3/1998,IDEPT5881,IDEPT5881
SID20159742,1/7/2015,15/6/1998,IDEPT1537,IDEPT1537
SID20159750,1/7/2015,28/5/1998,IDEPT1142,IDEPT1142
SID20159812,1/7/2015,13/11/1997,IDEPT5408,IDEPT5408
SID20159821,1/7/2015,27/1/1998,IDEPT8473,IDEPT8473
SID20159862,1/7/2015,17/11/1997,IDEPT1825,IDEPT1825
SID20159915,1/7/2015,24/1/1998,IDEPT5564,IDEPT5564
SID20159925,1/7/2015,6/4/1998,IDEPT7626,IDEPT7626
SID20159927,1/7/2015,9/3/1998,IDEPT2601,IDEPT2601
SID20159950,1/7/2015,21/7/1997,IDEPT1836,IDEPT1836
SID20159958,1/7/2015,8/6/1998,IDEPT4055,IDEPT4055
SID20159963,1/7/2015,28/9/1997,IDEPT1677,IDEPT1677
SID20159964,1/7/2015,18/4/1998,IDEPT2054,IDEPT2054
SID20159972,1/7/2015,19/4/1998,IDEPT1537,IDEPT1537
SID20159982,1/7/2015,16/12/1997,IDEPT1533,IDEPT1533
SID20161133,1/7/2016,10/11/1998,IDEPT7005,IDEPT7005
SID20161136,1/7/2016,21/12/1998,IDEPT1533,IDEPT1533
SID20161152,1/7/2016,7/4/1999,IDEPT1825,IDEPT1825
SID20161170,1/7/2016,3/11/1998,IDEPT1388,IDEPT1388
SID20161188,1/7/2016,7/2/1999,IDEPT3778,IDEPT3778
SID20161221,1/7/2016,17/4/1999,IDEPT1378,IDEPT1378
SID20161237,1/7/2016,16/9/1998,IDEPT4670,IDEPT4670
SID20161262,1/7/2016,14/10/1998,IDEPT1378,IDEPT1378
SID20161265,1/7/2016,8/3/1999,IDEPT1142,IDEPT1142
SID20161269,1/7/2016,21/6/1999,IDEPT8313,IDEPT8313
SID20161277,1/7/2016,13/9/1998,IDEPT4670,IDEPT4670
SID20161289,1/7/2016,14/1/1999,IDEPT5564,IDEPT5564
SID20161293,1/7/2016,6/4/1999,IDEPT5109,IDEPT5109
SID20161299,1/7/2016,27/5/1999,IDEPT2601,IDEPT2601
SID20161326,1/7/2016,8/11/1998,IDEPT6347,IDEPT6347
SID20161343,1/7/2016,23/7/1998,IDEPT1615,IDEPT1615
SID20161367,1/7/2016,10/12/1998,IDEPT1423,IDEPT1423
SID20161379,1/7/2016,8/5/1999,IDEPT4938,IDEPT4938
SID20161402,1/7/2016,26/1/1999,IDEPT5881,IDEPT5881
SID20161408,1/7/2016,25/6/1999,IDEPT1533,IDEPT1533
SID20161416,1/7/2016,28/8/1998,IDEPT5109,IDEPT5109
SID20161432,1/7/2016,30/1/1999,IDEPT1367,IDEPT1367
SID20161432,1/7/2016,30/1/1999,IDEPT6347,IDEPT1367
SID20161440,1/7/2016,29/8/1998,IDEPT5881,IDEPT5881
SID20161443,1/7/2016,15/1/1999,IDEPT1367,IDEPT1367
SID20161453,1/7/2016,2/3/1999,IDEPT1825,IDEPT1825
SID20161464,1/7/2016,1/7/1999,IDEPT3778,IDEPT3778
SID20161494,1/7/2016,4/10/1998,IDEPT2425,IDEPT2425
SID20161494,1/7/2016,4/10/1998,IDEPT5564,IDEPT2425
SID20161509,1/7/2016,15/9/1998,IDEPT4938,IDEPT4938
SID20161511,1/7/2016,21/9/1998,IDEPT5127,IDEPT5127
SID20161530,1/7/2016,19/2/1999,IDEPT2054,IDEPT2054
SID20161535,1/7/2016,24/1/1999,IDEPT4308,IDEPT4308
SID20161546,1/7/2016,15/1/1999,IDEPT5408,IDEPT5408
SID20161554,1/7/2016,22/6/1999,IDEPT1537,IDEPT1537
SID20161570,1/7/2016,10/9/1998,IDEPT1677,IDEPT1677
SID20161572,1/7/2016,8/3/1999,IDEPT8313,IDEPT8313
SID20161581,1/7/2016,10/11/1998,IDEPT8313,IDEPT8313
SID20161601,1/7/2016,10/10/1998,IDEPT1537,IDEPT1537
SID20161608,1/7/2016,16/7/1998,IDEPT8473,IDEPT8473
SID20161612,1/7/2016,28/7/1998,IDEPT1533,IDEPT1533
SID20161648,1/7/2016,22/11/1998,IDEPT4055,IDEPT4055
SID20161655,1/7/2016,30/11/1998,IDEPT1367,IDEPT1367
SID20161655,1/7/2016,30/11/1998,IDEPT1388,IDEPT1367
SID20161660,1/7/2016,5/6/1999,IDEPT8313,IDEPT8313
SID20161661,1/7/2016,9/8/1998,IDEPT7783,IDEPT7783
SID20161666,1/7/2016,15/4/1999,IDEPT4308,IDEPT4308
SID20161666,1/7/2016,15/4/1999,IDEPT5881,IDEPT4308
SID20161676,1/7/2016,24/8/1998,IDEPT3778,IDEPT3778
SID20161679,1/7/2016,4/2/1999,IDEPT8598,IDEPT8598
SID20161696,1/7/2016,26/12/1998,IDEPT1367,IDEPT1367
SID20161700,1/7/2016,28/3/1999,IDEPT8379,IDEPT8379
SID20161716,1/7/2016,13/4/1999,IDEPT3868,IDEPT3868
SID20161725,1/7/2016,21/4/1999,IDEPT6347,IDEPT6347
SID20161752,1/7/2016,15/4/1999,IDEPT3062,IDEPT3062
SID20161781,1/7/2016,16/2/1999,IDEPT3868,IDEPT3868
SID20161794,1/7/2016,12/6/1999,IDEPT6347,IDEPT6347
SID20161803,1/7/2016,16/9/1998,IDEPT3868,IDEPT3868
SID20161812,1/7/2016,28/1/1999,IDEPT6347,IDEPT6347
SID20161821,1/7/2016,28/11/1998,IDEPT3062,IDEPT3062
SID20161841,1/7/2016,22/5/1999,IDEPT1378,IDEPT1378
SID20161861,1/7/2016,29/1/1999,IDEPT1388,IDEPT1388
SID20161861,1/7/2016,29/1/1999,IDEPT8825,IDEPT1388
SID20161871,1/7/2016,2/5/1999,IDEPT3062,IDEPT3062
SID20161893,1/7/2016,21/6/1999,IDEPT5127,IDEPT5127
SID20161905,1/7/2016,6/5/1999,IDEPT8825,IDEPT8825
SID20161915,1/7/2016,8/5/1999,IDEPT5528,IDEPT5528
SID20161918,1/7/2016,23/8/1998,IDEPT1537,IDEPT1537
SID20161919,1/7/2016,4/2/1999,IDEPT3778,IDEPT3778
SID20161920,1/7/2016,7/5/1999,IDEPT7005,IDEPT7005
SID20161923,1/7/2016,9/10/1998,IDEPT5528,IDEPT5528
SID20161957,1/7/2016,14/4/1999,IDEPT3062,IDEPT3062
SID20161964,1/7/2016,15/10/1998,IDEPT1388,IDEPT1388
SID20161970,1/7/2016,7/11/1998,IDEPT2425,IDEPT2425
SID20161974,1/7/2016,31/12/1998,IDEPT1367,IDEPT1367
SID20161987,1/7/2016,20/6/1999,IDEPT1836,IDEPT1836
SID20161994,1/7/2016,18/2/1999,IDEPT1615,IDEPT1615
SID20162004,1/7/2016,29/3/1999,IDEPT1836,IDEPT1836
SID20162024,1/7/2016,4/11/1998,IDEPT4670,IDEPT4670
SID20162034,1/7/2016,26/7/1998,IDEPT4670,IDEPT4670
SID20162069,1/7/2016,21/4/1999,IDEPT4670,IDEPT4670
SID20162122,1/7/2016,18/12/1998,IDEPT1096,IDEPT1096
SID20162125,1/7/2016,3/12/1998,IDEPT1836,IDEPT1836
SID20162145,1/7/2016,28/12/1998,IDEPT5881,IDEPT5881
SID20162159,1/7/2016,20/7/1998,IDEPT3868,IDEPT3868
SID20162174,1/7/2016,19/6/1999,IDEPT7626,IDEPT7626
SID20162180,1/7/2016,8/3/1999,IDEPT3115,IDEPT3115
SID20162187,1/7/2016,1/3/1999,IDEPT1825,IDEPT1825
SID20162190,1/7/2016,12/12/1998,IDEPT5408,IDEPT5408
SID20162250,1/7/2016,18/7/1998,IDEPT3115,IDEPT3115
SID20162274,1/7/2016,2/12/1998,IDEPT7626,IDEPT7626
SID20162334,1/7/2016,10/2/1999,IDEPT1388,IDEPT1388
SID20162337,1/7/2016,2/3/1999,IDEPT3868,IDEPT3868
SID20162358,1/7/2016,1/5/1999,IDEPT4938,IDEPT4938
SID20162362,1/7/2016,24/11/1998,IDEPT8473,IDEPT8473
SID20162369,1/7/2016,30/12/1998,IDEPT4670,IDEPT4670
SID20162375,1/7/2016,20/11/1998,IDEPT1615,IDEPT1615
SID20162407,1/7/2016,17/11/1998,IDEPT7005,IDEPT7005
SID20162415,1/7/2016,8/10/1998,IDEPT4308,IDEPT4308
SID20162433,1/7/2016,31/3/1999,IDEPT1388,IDEPT1388
SID20162445,1/7/2016,9/8/1998,IDEPT4670,IDEPT4670
SID20162448,1/7/2016,15/7/1998,IDEPT1378,IDEPT1378
SID20162474,1/7/2016,19/5/1999,IDEPT1388,IDEPT1388
SID20162488,1/7/2016,16/5/1999,IDEPT5564,IDEPT5564
SID20162488,1/7/2016,16/5/1999,IDEPT3868,IDEPT5564
SID20162489,1/7/2016,9/12/1998,IDEPT1142,IDEPT1142
SID20162490,1/7/2016,12/11/1998,IDEPT3062,IDEPT3062
SID20162498,1/7/2016,24/10/1998,IDEPT5881,IDEPT5881
SID20162515,1/7/2016,9/8/1998,IDEPT5109,IDEPT5109
SID20162519,1/7/2016,14/3/1999,IDEPT1423,IDEPT1423
SID20162531,1/7/2016,22/7/1998,IDEPT8313,IDEPT8313
SID20162548,1/7/2016,21/11/1998,IDEPT5127,IDEPT5127
SID20162562,1/7/2016,16/5/1999,IDEPT7626,IDEPT7626
SID20162572,1/7/2016,17/8/1998,IDEPT1825,IDEPT1825
SID20162603,1/7/2016,15/7/1998,IDEPT4308,IDEPT4308
SID20162645,1/7/2016,3/10/1998,IDEPT5127,IDEPT5127
SID20162653,1/7/2016,10/8/1998,IDEPT7783,IDEPT7783
SID20162655,1/7/2016,27/4/1999,IDEPT1677,IDEPT1677
SID20162683,1/7/2016,21/9/1998,IDEPT8473,IDEPT8473
SID20162685,1/7/2016,24/4/1999,IDEPT6347,IDEPT6347
SID20162688,1/7/2016,15/1/1999,IDEPT6347,IDEPT6347
SID20162713,1/7/2016,18/8/1998,IDEPT4132,IDEPT4132
SID20162716,1/7/2016,21/3/1999,IDEPT2357,IDEPT2357
SID20162743,1/7/2016,20/1/1999,IDEPT5408,IDEPT5408
SID20162745,1/7/2016,21/10/1998,IDEPT4938,IDEPT4938
SID20162766,1/7/2016,2/2/1999,IDEPT4938,IDEPT4938
SID20162783,1/7/2016,15/6/1999,IDEPT1825,IDEPT1825
SID20162788,1/7/2016,13/2/1999,IDEPT1423,IDEPT1423
SID20162788,1/7/2016,13/2/1999,IDEPT1378,IDEPT1423
SID20162792,1/7/2016,27/5/1999,IDEPT4938,IDEPT4938
SID20162803,1/7/2016,6/4/1999,IDEPT2357,IDEPT2357
SID20162808,1/7/2016,16/10/1998,IDEPT1533,IDEPT1533
SID20162825,1/7/2016,18/6/1999,IDEPT7626,IDEPT7626
SID20162850,1/7/2016,7/10/1998,IDEPT1533,IDEPT1533
SID20162851,1/7/2016,15/7/1998,IDEPT1367,IDEPT1367
SID20162857,1/7/2016,26/8/1998,IDEPT5109,IDEPT5109
SID20162867,1/7/2016,18/2/1999,IDEPT5564,IDEPT5564
SID20162867,1/7/2016,18/2/1999,IDEPT3115,IDEPT5564
SID20162902,1/7/2016,21/7/1998,IDEPT5127,IDEPT5127
SID20162908,1/7/2016,3/3/1999,IDEPT8313,IDEPT8313
SID20162916,1/7/2016,8/9/1998,IDEPT8825,IDEPT8825
SID20162918,1/7/2016,31/12/1998,IDEPT7005,IDEPT7005
SID20162953,1/7/2016,4/5/1999,IDEPT5408,IDEPT5408
SID20162965,1/7/2016,4/10/1998,IDEPT8379,IDEPT8379
SID20162967,1/7/2016,11/1/1999,IDEPT4670,IDEPT4670
SID20162976,1/7/2016,29/8/1998,IDEPT3115,IDEPT3115
SID20162976,1/7/2016,29/8/1998,IDEPT1533,IDEPT3115
SID20162976,1/7/2016,29/8/1998,IDEPT1367,IDEPT3115
SID20162990,1/7/2016,12/5/1999,IDEPT8598,IDEPT8598
SID20163035,1/7/2016,23/7/1998,IDEPT7626,IDEPT7626
SID20163049,1/7/2016,4/7/1999,IDEPT8313,IDEPT8313
SID20163063,1/7/2016,16/8/1998,IDEPT1533,IDEPT1533
SID20163082,1/7/2016,12/9/1998,IDEPT1836,IDEPT1836
SID20163086,1/7/2016,3/7/1999,IDEPT7783,IDEPT7783
SID20163087,1/7/2016,17/8/1998,IDEPT8313,IDEPT8313
SID20163089,1/7/2016,28/7/1998,IDEPT5528,IDEPT5528
SID20163094,1/7/2016,16/12/1998,IDEPT3115,IDEPT3115
SID20163102,1/7/2016,28/5/1999,IDEPT1533,IDEPT1533
SID20163157,1/7/2016,26/10/1998,IDEPT1836,IDEPT1836
SID20163161,1/7/2016,13/8/1998,IDEPT7783,IDEPT7783
SID20163180,1/7/2016,17/8/1998,IDEPT4670,IDEPT4670
SID20163182,1/7/2016,23/8/1998,IDEPT3062,IDEPT3062
SID20163192,1/7/2016,28/10/1998,IDEPT5564,IDEPT5564
SID20163199,1/7/2016,14/8/1998,IDEPT1533,IDEPT1533
SID20163209,1/7/2016,20/3/1999,IDEPT1533,IDEPT1533
SID20163227,1/7/2016,3/8/1998,IDEPT5408,IDEPT5408
SID20163252,1/7/2016,5/12/1998,IDEPT5881,IDEPT5881
SID20163259,1/7/2016,10/4/1999,IDEPT4670,IDEPT4670
SID20163311,1/7/2016,2/10/1998,IDEPT6347,IDEPT6347
SID20163318,1/7/2016,21/7/1998,IDEPT2054,IDEPT2054
SID20163322,1/7/2016,19/11/1998,IDEPT1615,IDEPT1615
SID20163355,1/7/2016,8/11/1998,IDEPT1836,IDEPT1836
SID20163387,1/7/2016,6/8/1998,IDEPT5881,IDEPT5881
SID20163399,1/7/2016,9/10/1998,IDEPT1537,IDEPT1537
SID20163403,1/7/2016,24/1/1999,IDEPT8598,IDEPT8598
SID20163404,1/7/2016,23/7/1998,IDEPT1533,IDEPT1533
SID20163406,1/7/2016,29/10/1998,IDEPT1537,IDEPT1537
SID20163410,1/7/2016,12/7/1998,IDEPT1096,IDEPT1096
SID20163436,1/7/2016,24/2/1999,IDEPT2357,IDEPT2357
SID20163438,1/7/2016,6/12/1998,IDEPT4132,IDEPT4132
SID20163480,1/7/2016,5/2/1999,IDEPT8598,IDEPT8598
SID20163481,1/7/2016,10/7/1998,IDEPT5528,IDEPT5528
SID20163494,1/7/2016,12/8/1998,IDEPT8313,IDEPT8313
SID20163525,1/7/2016,17/9/1998,IDEPT8379,IDEPT8379
SID20163541,1/7/2016,12/10/1998,IDEPT1367,IDEPT1367
SID20163549,1/7/2016,18/5/1999,IDEPT4670,IDEPT4670
SID20163580,1/7/2016,2/3/1999,IDEPT2357,IDEPT2357
SID20163582,1/7/2016,7/11/1998,IDEPT4055,IDEPT4055
SID20163583,1/7/2016,19/8/1998,IDEPT1096,IDEPT1096
SID20163604,1/7/2016,15/10/1998,IDEPT5109,IDEPT5109
SID20163612,1/7/2016,18/10/1998,IDEPT8825,IDEPT8825
SID20163613,1/7/2016,5/8/1998,IDEPT7783,IDEPT7783
SID20163613,1/7/2016,5/8/1998,IDEPT2601,IDEPT7783
SID20163645,1/7/2016,11/4/1999,IDEPT2425,IDEPT2425
SID20163648,1/7/2016,20/7/1998,IDEPT7626,IDEPT7626
SID20163649,1/7/2016,11/1/1999,IDEPT2425,IDEPT2425
SID20163655,1/7/2016,4/7/1999,IDEPT8379,IDEPT8379
SID20163660,1/7/2016,31/8/1998,IDEPT1537,IDEPT1537
SID20163680,1/7/2016,19/6/1999,IDEPT1825,IDEPT1825
SID20163684,1/7/2016,22/10/1998,IDEPT1537,IDEPT1537
SID20163695,1/7/2016,23/2/1999,IDEPT3778,IDEPT3778
SID20163696,1/7/2016,23/11/1998,IDEPT4055,IDEPT4055
SID20163712,1/7/2016,30/6/1999,IDEPT4938,IDEPT4938
SID20163751,1/7/2016,1/1/1999,IDEPT2357,IDEPT2357
SID20163762,1/7/2016,16/10/1998,IDEPT1533,IDEPT1533
SID20163764,1/7/2016,6/2/1999,IDEPT3778,IDEPT3778
SID20163765,1/7/2016,19/8/1998,IDEPT1388,IDEPT1388
SID20163789,1/7/2016,21/8/1998,IDEPT5127,IDEPT5127
SID20163798,1/7/2016,13/6/1999,IDEPT7783,IDEPT7783
SID20163801,1/7/2016,13/9/1998,IDEPT2425,IDEPT2425
SID20163839,1/7/2016,29/12/1998,IDEPT5564,IDEPT5564
SID20163912,1/7/2016,20/12/1998,IDEPT2425,IDEPT2425
SID20163930,1/7/2016,30/3/1999,IDEPT7783,IDEPT7783
SID20163946,1/7/2016,10/6/1999,IDEPT5127,IDEPT5127
SID20163951,1/7/2016,28/1/1999,IDEPT8313,IDEPT8313
SID20163997,1/7/2016,16/5/1999,IDEPT2054,IDEPT2054
SID20164001,1/7/2016,11/9/1998,IDEPT7005,IDEPT7005
SID20164021,1/7/2016,16/8/1998,IDEPT1537,IDEPT1537
SID20164028,1/7/2016,21/9/1998,IDEPT1537,IDEPT1537
SID20164029,1/7/2016,30/10/1998,IDEPT1142,IDEPT1142
SID20164036,1/7/2016,20/10/1998,IDEPT1537,IDEPT1537
SID20164053,1/7/2016,20/3/1999,IDEPT1533,IDEPT1533
SID20164055,1/7/2016,26/10/1998,IDEPT3778,IDEPT3778
SID20164112,1/7/2016,28/5/1999,IDEPT3778,IDEPT3778
SID20164120,1/7/2016,18/11/1998,IDEPT4132,IDEPT4132
SID20164122,1/7/2016,5/6/1999,IDEPT5109,IDEPT5109
SID20164136,1/7/2016,7/7/1998,IDEPT4938,IDEPT4938
SID20164157,1/7/2016,5/11/1998,IDEPT1096,IDEPT1096
SID20164163,1/7/2016,25/11/1998,IDEPT1142,IDEPT1142
SID20164182,1/7/2016,14/3/1999,IDEPT1533,IDEPT1533
SID20164205,1/7/2016,2/5/1999,IDEPT2054,IDEPT2054
SID20164217,1/7/2016,29/10/1998,IDEPT1388,IDEPT1388
SID20164235,1/7/2016,7/1/1999,IDEPT1423,IDEPT1423
SID20164248,1/7/2016,5/3/1999,IDEPT8598,IDEPT8598
SID20164248,1/7/2016,5/3/1999,IDEPT2425,IDEPT8598
SID20164252,1/7/2016,14/11/1998,IDEPT5881,IDEPT5881
SID20164260,1/7/2016,16/4/1999,IDEPT8379,IDEPT8379
SID20164268,1/7/2016,15/4/1999,IDEPT8598,IDEPT8598
SID20164280,1/7/2016,2/11/1998,IDEPT2425,IDEPT2425
SID20164281,1/7/2016,5/7/1999,IDEPT5528,IDEPT5528
SID20164310,1/7/2016,2/4/1999,IDEPT8473,IDEPT8473
SID20164359,1/7/2016,30/5/1999,IDEPT1388,IDEPT1388
SID20164359,1/7/2016,30/5/1999,IDEPT1615,IDEPT1388
SID20164371,1/7/2016,4/12/1998,IDEPT8473,IDEPT8473
SID20164391,1/7/2016,3/11/1998,IDEPT1378,IDEPT1378
SID20164413,1/7/2016,28/6/1999,IDEPT7005,IDEPT7005
SID20164424,1/7/2016,1/8/1998,IDEPT2357,IDEPT2357
SID20164424,1/7/2016,1/8/1998,IDEPT4132,IDEPT2357
SID20164462,1/7/2016,30/11/1998,IDEPT1615,IDEPT1615
SID20164476,1/7/2016,23/7/1998,IDEPT8379,IDEPT8379
SID20164501,1/7/2016,7/10/1998,IDEPT8473,IDEPT8473
SID20164522,1/7/2016,20/11/1998,IDEPT1142,IDEPT1142
SID20164531,1/7/2016,27/3/1999,IDEPT5881,IDEPT5881
SID20164531,1/7/2016,27/3/1999,IDEPT5109,IDEPT5881
SID20164542,1/7/2016,31/10/1998,IDEPT5408,IDEPT5408
SID20164543,1/7/2016,6/8/1998,IDEPT3062,IDEPT3062
SID20164566,1/7/2016,16/7/1998,IDEPT8313,IDEPT8313
SID20164582,1/7/2016,25/8/1998,IDEPT1677,IDEPT1677
SID20164596,1/7/2016,10/4/1999,IDEPT5881,IDEPT5881
SID20164605,1/7/2016,31/12/1998,IDEPT8379,IDEPT8379
SID20164607,1/7/2016,7/3/1999,IDEPT4055,IDEPT4055
SID20164614,1/7/2016,14/8/1998,IDEPT5127,IDEPT5127
SID20164631,1/7/2016,25/12/1998,IDEPT1677,IDEPT1677
SID20164638,1/7/2016,10/8/1998,IDEPT3778,IDEPT3778
SID20164645,1/7/2016,1/3/1999,IDEPT5881,IDEPT5881
SID20164653,1/7/2016,13/4/1999,IDEPT1836,IDEPT1836
SID20164674,1/7/2016,16/12/1998,IDEPT8598,IDEPT8598
SID20164713,1/7/2016,29/6/1999,IDEPT1423,IDEPT1423
SID20164748,1/7/2016,3/6/1999,IDEPT1836,IDEPT1836
SID20164758,1/7/2016,16/8/1998,IDEPT4308,IDEPT4308
SID20164779,1/7/2016,31/10/1998,IDEPT5564,IDEPT5564
SID20164780,1/7/2016,6/6/1999,IDEPT5127,IDEPT5127
SID20164781,1/7/2016,23/10/1998,IDEPT3115,IDEPT3115
SID20164784,1/7/2016,19/8/1998,IDEPT1378,IDEPT1378
SID20164802,1/7/2016,18/3/1999,IDEPT1142,IDEPT1142
SID20164811,1/7/2016,8/12/1998,IDEPT2054,IDEPT2054
SID20164814,1/7/2016,9/5/1999,IDEPT1096,IDEPT1096
SID20164821,1/7/2016,24/4/1999,IDEPT5881,IDEPT5881
SID20164826,1/7/2016,29/11/1998,IDEPT5881,IDEPT5881
SID20164837,1/7/2016,23/7/1998,IDEPT7005,IDEPT7005
SID20164842,1/7/2016,28/9/1998,IDEPT8473,IDEPT8473
SID20164851,1/7/2016,19/11/1998,IDEPT1836,IDEPT1836
SID20164856,1/7/2016,2/8/1998,IDEPT5564,IDEPT5564
SID20164863,1/7/2016,16/3/1999,IDEPT1096,IDEPT1096
SID20164876,1/7/2016,29/8/1998,IDEPT4938,IDEPT4938
SID20164916,1/7/2016,17/5/1999,IDEPT8825,IDEPT8825
SID20164926,1/7/2016,20/11/1998,IDEPT1825,IDEPT1825
SID20164934,1/7/2016,24/9/1998,IDEPT5564,IDEPT5564
SID20164952,1/7/2016,6/6/1999,IDEPT3115,IDEPT3115
SID20164954,1/7/2016,6/7/1999,IDEPT7005,IDEPT7005
SID20164957,1/7/2016,15/6/1999,IDEPT2054,IDEPT2054
SID20164962,1/7/2016,25/6/1999,IDEPT1615,IDEPT1615
SID20164982,1/7/2016,18/2/1999,IDEPT8598,IDEPT8598
SID20164987,1/7/2016,2/3/1999,IDEPT1378,IDEPT1378
SID20165001,1/7/2016,2/10/1998,IDEPT5881,IDEPT5881
SID20165029,1/7/2016,9/11/1998,IDEPT5528,IDEPT5528
SID20165036,1/7/2016,7/7/1998,IDEPT2601,IDEPT2601
SID20165054,1/7/2016,20/4/1999,IDEPT1615,IDEPT1615
SID20165071,1/7/2016,9/4/1999,IDEPT7005,IDEPT7005
SID20165102,1/7/2016,9/12/1998,IDEPT3062,IDEPT3062
SID20165108,1/7/2016,16/8/1998,IDEPT1537,IDEPT1537
SID20165112,1/7/2016,14/5/1999,IDEPT1825,IDEPT1825
SID20165128,1/7/2016,13/3/1999,IDEPT1677,IDEPT1677
SID20165138,1/7/2016,29/5/1999,IDEPT1423,IDEPT1423
SID20165152,1/7/2016,9/9/1998,IDEPT2054,IDEPT2054
SID20165173,1/7/2016,10/5/1999,IDEPT5528,IDEPT5528
SID20165190,1/7/2016,23/2/1999,IDEPT8313,IDEPT8313
SID20165194,1/7/2016,17/11/1998,IDEPT1677,IDEPT1677
SID20165207,1/7/2016,21/11/1998,IDEPT5109,IDEPT5109
SID20165263,1/7/2016,23/6/1999,IDEPT8473,IDEPT8473
SID20165267,1/7/2016,15/5/1999,IDEPT4132,IDEPT4132
SID20165268,1/7/2016,30/10/1998,IDEPT7005,IDEPT7005
SID20165272,1/7/2016,27/8/1998,IDEPT4308,IDEPT4308
SID20165299,1/7/2016,12/2/1999,IDEPT4132,IDEPT4132
SID20165305,1/7/2016,14/12/1998,IDEPT1677,IDEPT1677
SID20165316,1/7/2016,16/1/1999,IDEPT7783,IDEPT7783
SID20165327,1/7/2016,4/7/1999,IDEPT3062,IDEPT3062
SID20165333,1/7/2016,28/10/1998,IDEPT4055,IDEPT4055
SID20165339,1/7/2016,21/12/1998,IDEPT5528,IDEPT5528
SID20165347,1/7/2016,21/10/1998,IDEPT3062,IDEPT3062
SID20165370,1/7/2016,24/2/1999,IDEPT3115,IDEPT3115
SID20165381,1/7/2016,31/10/1998,IDEPT1367,IDEPT1367
SID20165383,1/7/2016,17/11/1998,IDEPT4670,IDEPT4670
SID20165392,1/7/2016,5/9/1998,IDEPT1836,IDEPT1836
SID20165401,1/7/2016,7/10/1998,IDEPT3062,IDEPT3062
SID20165403,1/7/2016,7/12/1998,IDEPT1825,IDEPT1825
SID20165430,1/7/2016,29/3/1999,IDEPT4055,IDEPT4055
SID20165443,1/7/2016,6/2/1999,IDEPT3062,IDEPT3062
SID20165461,1/7/2016,10/3/1999,IDEPT2054,IDEPT2054
SID20165470,1/7/2016,28/5/1999,IDEPT5528,IDEPT5528
SID20165481,1/7/2016,21/3/1999,IDEPT5127,IDEPT5127
SID20165493,1/7/2016,19/1/1999,IDEPT8473,IDEPT8473
SID20165522,1/7/2016,8/12/1998,IDEPT1677,IDEPT1677
SID20165547,1/7/2016,21/7/1998,IDEPT4132,IDEPT4132
SID20165555,1/7/2016,3/5/1999,IDEPT1378,IDEPT1378
SID20165560,1/7/2016,5/11/1998,IDEPT1825,IDEPT1825
SID20165566,1/7/2016,29/9/1998,IDEPT4670,IDEPT4670
SID20165580,1/7/2016,19/11/1998,IDEPT1533,IDEPT1533
SID20165584,1/7/2016,3/9/1998,IDEPT4670,IDEPT4670
SID20165584,1/7/2016,3/9/1998,IDEPT5528,IDEPT4670
SID20165594,1/7/2016,9/1/1999,IDEPT5564,IDEPT5564
SID20165619,1/7/2016,11/10/1998,IDEPT8598,IDEPT8598
SID20165623,1/7/2016,5/7/1999,IDEPT2425,IDEPT2425
SID20165627,1/7/2016,3/2/1999,IDEPT8313,IDEPT8313
SID20165640,1/7/2016,5/7/1999,IDEPT4670,IDEPT4670
SID20165663,1/7/2016,3/3/1999,IDEPT4670,IDEPT4670
SID20165684,1/7/2016,16/2/1999,IDEPT2425,IDEPT2425
SID20165687,1/7/2016,3/5/1999,IDEPT2357,IDEPT2357
SID20165692,1/7/2016,6/11/1998,IDEPT8379,IDEPT8379
SID20165714,1/7/2016,30/1/1999,IDEPT8825,IDEPT8825
SID20165724,1/7/2016,27/7/1998,IDEPT2054,IDEPT2054
SID20165743,1/7/2016,2/2/1999,IDEPT6347,IDEPT6347
SID20165746,1/7/2016,8/8/1998,IDEPT8598,IDEPT8598
SID20165751,1/7/2016,29/9/1998,IDEPT1378,IDEPT1378
SID20165755,1/7/2016,25/12/1998,IDEPT4055,IDEPT4055
SID20165758,1/7/2016,27/8/1998,IDEPT8825,IDEPT8825
SID20165776,1/7/2016,15/9/1998,IDEPT5109,IDEPT5109
SID20165787,1/7/2016,29/12/1998,IDEPT1836,IDEPT1836
SID20165791,1/7/2016,3/5/1999,IDEPT8598,IDEPT8598
SID20165794,1/7/2016,11/11/1998,IDEPT8825,IDEPT8825
SID20165806,1/7/2016,27/8/1998,IDEPT1423,IDEPT1423
SID20165808,1/7/2016,29/4/1999,IDEPT1142,IDEPT1142
SID20165811,1/7/2016,7/11/1998,IDEPT7005,IDEPT7005
SID20165818,1/7/2016,11/12/1998,IDEPT7626,IDEPT7626
SID20165821,1/7/2016,21/10/1998,IDEPT5127,IDEPT5127
SID20165822,1/7/2016,26/8/1998,IDEPT3115,IDEPT3115
SID20165835,1/7/2016,9/9/1998,IDEPT3115,IDEPT3115
SID20165853,1/7/2016,25/1/1999,IDEPT8598,IDEPT8598
SID20165853,1/7/2016,25/1/1999,IDEPT6347,IDEPT8598
SID20165856,1/7/2016,4/10/1998,IDEPT7005,IDEPT7005
SID20165862,1/7/2016,2/3/1999,IDEPT3778,IDEPT3778
SID20165866,1/7/2016,7/7/1998,IDEPT8473,IDEPT8473
SID20165867,1/7/2016,18/8/1998,IDEPT5408,IDEPT5408
